Age,Gender,Education,Job Title,Experience (Years),Monthly Salary (INR)
47,Male,Bachelor,Project Manager,4,55961
21,Male,Master,Project Manager,0,50000
43,Male,Diploma,Product Manager,17,74816
44,Female,Bachelor,Legal Advisor,1,30983
53,Female,Bachelor,Network Engineer,13,41791
46,Female,Master,Financial Analyst,0,30000
41,Male,Bachelor,Mechanical Engineer,6,32017
33,Female,Bachelor,Civil Engineer,0,25000
34,Female,Master,Mechanical Engineer,13,40602
60,Male,Bachelor,Business Analyst,15,51260
43,Male,Bachelor,HR Manager,1,35867
22,Female,Master,Data Scientist,1,40670
22,Male,Bachelor,UI/UX Designer,2,26415
52,Male,Bachelor,Legal Advisor,9,34574
50,Female,Master,Customer Support,18,40782
30,Male,Bachelor,Civil Engineer,2,27977
39,Female,Master,Civil Engineer,9,30513
21,Other,Master,Data Scientist,1,41498
33,Male,Master,HR Manager,0,35000
53,Male,Master,IT Support Specialist,20,44587
54,Male,Bachelor,HR Manager,5,38356
56,Male,Master,System Administrator,17,36929
44,Male,Master,Content Writer,6,24250
28,Female,Bachelor,Financial Analyst,4,35211
29,Female,Bachelor,Civil Engineer,0,25000
27,Male,Bachelor,Marketing Manager,1,30901
38,Male,High School,Network Engineer,15,46165
39,Male,Master,Customer Support,7,24571
36,Female,Master,Accountant,2,27950
52,Male,High School,Research Analyst,8,30149
27,Male,Bachelor,Research Analyst,6,29141
24,Female,Bachelor,Marketing Manager,1,31386
48,Male,Bachelor,Operations Manager,6,45089
29,Other,Master,Network Engineer,7,32744
50,Female,High School,Product Manager,21,65789
28,Female,Master,Data Scientist,5,46262
41,Female,Master,Sales Executive,7,30264
55,Female,Bachelor,Product Manager,20,61604
60,Female,Master,UI/UX Designer,30,66680
48,Female,Diploma,Network Engineer,8,30421
55,Male,Bachelor,Business Analyst,13,44204
23,Female,Bachelor,Sales Executive,0,20000
26,Female,Bachelor,Financial Analyst,2,31981
40,Male,Diploma,Accountant,17,41219
37,Male,Bachelor,Electrical Engineer,0,25000
25,Male,Bachelor,Marketing Manager,4,35354
52,Female,Master,Data Scientist,12,51102
52,Female,Bachelor,IT Support Specialist,19,31021
47,Female,Master,Software Engineer,10,35714
51,Female,High School,HR Manager,28,59727
59,Male,High School,Mechanical Engineer,32,54884
51,Female,Master,Operations Manager,15,55231
44,Male,Master,Product Manager,6,55864
25,Male,Bachelor,Graphic Designer,2,22777
30,Male,Bachelor,HR Manager,10,45952
47,Male,Bachelor,Network Engineer,18,38542
23,Male,Bachelor,UI/UX Designer,0,25000
30,Male,Bachelor,Teacher,0,20000
28,Female,Bachelor,Sales Executive,1,20564
26,Female,PhD,UI/UX Designer,0,25000
30,Male,Diploma,Project Manager,1,50792
55,Male,Bachelor,Civil Engineer,24,53521
39,Male,Master,Software Engineer,4,33897
45,Female,Bachelor,Data Scientist,3,41727
24,Male,PhD,Operations Manager,3,41708
37,Male,Bachelor,Financial Analyst,11,42894
41,Female,Diploma,Teacher,13,27892
29,Male,Master,Data Scientist,2,41900
34,Male,PhD,Electrical Engineer,13,32199
44,Male,Bachelor,Business Analyst,1,31140
34,Male,Master,Electrical Engineer,1,25941
37,Female,High School,Business Analyst,12,45195
25,Male,Bachelor,Financial Analyst,3,32022
34,Male,Bachelor,Research Analyst,2,27334
22,Female,Bachelor,System Administrator,2,27513
28,Female,Master,System Administrator,8,35211
49,Male,Bachelor,Customer Support,29,30699
23,Male,Bachelor,System Administrator,2,27544
44,Male,Master,Marketing Manager,6,37240
24,Female,Diploma,Graphic Designer,3,24397
23,Female,Master,Teacher,1,21417
30,Male,High School,Data Scientist,6,45442
37,Female,Bachelor,Software Engineer,14,38577
30,Male,Bachelor,Project Manager,0,50000
24,Male,Bachelor,Graphic Designer,2,22303
56,Female,Bachelor,Data Scientist,1,40872
34,Female,Bachelor,Graphic Designer,3,22164
59,Female,Bachelor,Software Engineer,5,36612
37,Female,Bachelor,Graphic Designer,7,30414
23,Female,Bachelor,IT Support Specialist,0,20000
41,Female,Master,HR Manager,9,45971
54,Male,Bachelor,Network Engineer,2,27848
45,Male,Bachelor,Operations Manager,16,52733
56,Male,Master,Customer Support,16,25087
53,Female,Master,Project Manager,14,66468
35,Male,Bachelor,Data Scientist,15,53143
43,Female,Master,Electrical Engineer,15,46948
26,Female,Master,System Administrator,4,28467
34,Male,Diploma,Product Manager,8,59500
45,Other,Bachelor,Product Manager,22,69657
53,Male,Bachelor,Project Manager,6,54705
33,Male,Bachelor,Accountant,0,25000
28,Male,Bachelor,Data Scientist,2,42914
59,Male,Bachelor,Business Analyst,25,50741
45,Female,Bachelor,Civil Engineer,3,28827
21,Male,Diploma,Accountant,1,25557
25,Male,Bachelor,Product Manager,1,51078
30,Male,Bachelor,Electrical Engineer,8,29140
58,Male,Bachelor,Legal Advisor,5,33371
44,Female,Diploma,Sales Executive,22,35377
36,Other,High School,Graphic Designer,0,20000
40,Male,Bachelor,System Administrator,0,25000
28,Female,Bachelor,System Administrator,4,28902
29,Female,Master,Marketing Manager,5,35463
40,Male,Bachelor,Business Analyst,18,46750
59,Male,Master,Marketing Manager,4,35617
33,Female,Master,Product Manager,1,50725
41,Other,High School,Software Engineer,13,37620
56,Male,Master,Network Engineer,21,41835
44,Female,Master,Teacher,5,24260
35,Male,Bachelor,Network Engineer,10,39541
55,Male,High School,Software Engineer,15,48399
35,Male,PhD,System Administrator,14,44551
51,Male,Bachelor,Accountant,31,68732
24,Female,Diploma,Customer Support,0,15000
39,Male,Master,Network Engineer,7,31919
27,Other,PhD,Customer Support,7,19542
41,Male,Master,Data Scientist,14,59748
27,Other,Master,Research Analyst,7,29426
32,Female,Bachelor,Marketing Manager,7,39039
36,Female,Bachelor,Software Engineer,6,33252
53,Female,Bachelor,Content Writer,15,37606
57,Female,Bachelor,Civil Engineer,1,26289
54,Male,Master,System Administrator,12,34468
28,Other,Master,Data Scientist,4,43834
47,Female,PhD,Legal Advisor,22,49883
22,Female,Bachelor,Civil Engineer,2,27376
37,Female,Master,Financial Analyst,3,32408
37,Female,Bachelor,Research Analyst,14,41226
58,Male,Master,Software Engineer,36,61745
59,Female,Bachelor,Product Manager,14,65953
53,Other,Bachelor,Network Engineer,8,31141
33,Male,Bachelor,System Administrator,5,31877
43,Male,Bachelor,Customer Support,5,21310
23,Male,Master,IT Support Specialist,2,22636
60,Female,Bachelor,Electrical Engineer,18,39277
51,Female,Diploma,System Administrator,13,35442
47,Male,Bachelor,Customer Support,19,29155
47,Male,Bachelor,Mechanical Engineer,24,37962
21,Male,Bachelor,Teacher,1,20690
38,Male,High School,Product Manager,15,62524
53,Male,Diploma,Financial Analyst,29,72868
59,Other,Master,Civil Engineer,29,61478
37,Female,Bachelor,Product Manager,11,62556
50,Female,Master,Data Scientist,28,59759
21,Female,Diploma,Product Manager,1,50643
55,Female,Master,Network Engineer,0,25000
57,Male,Bachelor,Civil Engineer,3,28330
48,Male,Bachelor,Software Engineer,21,40537
28,Male,Bachelor,Network Engineer,5,27739
59,Female,Master,Software Engineer,8,36643
37,Male,Bachelor,Accountant,13,37156
45,Male,Master,Operations Manager,6,45939
48,Male,Master,Customer Support,17,36338
28,Other,High School,Network Engineer,3,28427
51,Female,Bachelor,UI/UX Designer,3,26893
30,Male,Bachelor,System Administrator,5,29993
21,Male,Bachelor,Network Engineer,1,25917
31,Female,Diploma,Civil Engineer,11,35623
58,Male,Diploma,Marketing Manager,19,40599
30,Male,Bachelor,Business Analyst,4,35747
46,Female,Bachelor,Content Writer,24,47127
33,Female,Master,Teacher,7,24426
49,Female,Bachelor,Financial Analyst,9,37435
59,Male,Bachelor,Teacher,30,49088
53,Male,Bachelor,Accountant,8,34077
31,Male,Diploma,Software Engineer,5,33396
60,Male,Bachelor,Sales Executive,9,33174
54,Female,Bachelor,IT Support Specialist,19,43093
28,Male,Bachelor,Accountant,2,27361
55,Female,Bachelor,UI/UX Designer,34,65254
42,Male,Bachelor,UI/UX Designer,5,32295
21,Male,Master,Electrical Engineer,1,26365
32,Other,Diploma,Mechanical Engineer,9,37677
52,Male,Bachelor,Marketing Manager,25,46293
53,Male,Diploma,System Administrator,8,29023
51,Female,PhD,HR Manager,31,70500
51,Male,Bachelor,IT Support Specialist,3,23512
55,Other,Bachelor,Research Analyst,14,44956
51,Female,Bachelor,System Administrator,0,25000
47,Female,Master,System Administrator,3,28900
55,Male,PhD,Teacher,24,50095
24,Male,Bachelor,Network Engineer,3,29312
42,Female,PhD,Content Writer,14,35001
55,Female,Master,Operations Manager,11,52738
21,Male,Master,Accountant,0,25000
27,Female,Bachelor,Teacher,4,23902
29,Female,Bachelor,Product Manager,5,52705
34,Male,Bachelor,Marketing Manager,6,33500
31,Male,Bachelor,System Administrator,10,38225
47,Male,Master,System Administrator,21,39742
39,Female,Bachelor,Graphic Designer,10,32238
46,Female,Master,Product Manager,19,70991
21,Female,Master,UI/UX Designer,1,25786
38,Male,Master,Operations Manager,7,46140
30,Male,Master,Operations Manager,7,47209
53,Male,Bachelor,IT Support Specialist,2,22058
33,Female,Bachelor,UI/UX Designer,9,30233
51,Female,Master,Project Manager,27,80034
60,Female,Diploma,Marketing Manager,40,65190
31,Female,Master,UI/UX Designer,9,34916
28,Female,Bachelor,Research Analyst,3,29124
22,Male,Master,UI/UX Designer,2,27402
57,Female,Diploma,Graphic Designer,17,37855
29,Male,Bachelor,Electrical Engineer,7,33303
39,Male,Master,Research Analyst,5,29350
60,Male,Master,Marketing Manager,39,70712
52,Male,Master,Customer Support,3,17263
38,Male,Diploma,Business Analyst,3,31750
43,Female,Bachelor,Content Writer,3,20341
41,Male,Bachelor,Operations Manager,14,60465
41,Male,Diploma,Software Engineer,7,38743
27,Male,Master,Product Manager,3,54241
30,Male,Bachelor,Project Manager,2,51850
29,Male,Bachelor,Teacher,5,27192
48,Male,Bachelor,Mechanical Engineer,10,35424
31,Female,Bachelor,IT Support Specialist,11,26979
47,Female,Bachelor,HR Manager,24,70248
27,Male,Bachelor,Network Engineer,2,26216
53,Male,Bachelor,HR Manager,14,46244
25,Male,Master,Sales Executive,2,22718
30,Female,PhD,Content Writer,1,19320
58,Male,Bachelor,HR Manager,9,44120
55,Male,Master,Marketing Manager,34,73241
31,Male,Bachelor,Financial Analyst,3,31624
29,Female,Diploma,Financial Analyst,1,31081
53,Female,Master,Business Analyst,16,50081
45,Female,Master,Sales Executive,3,23346
57,Female,Bachelor,Electrical Engineer,4,30823
49,Female,Diploma,Legal Advisor,24,51127
22,Female,Master,Mechanical Engineer,0,25000
39,Female,Bachelor,Customer Support,3,19028
32,Female,Bachelor,Graphic Designer,4,23744
22,Male,Master,Operations Manager,1,41298
46,Male,Bachelor,IT Support Specialist,14,40810
33,Male,Bachelor,IT Support Specialist,9,27951
29,Male,Diploma,Graphic Designer,9,25791
42,Other,High School,Marketing Manager,3,32492
22,Female,Diploma,Civil Engineer,2,26106
46,Female,Bachelor,System Administrator,25,50737
41,Male,Diploma,System Administrator,3,29409
28,Other,Bachelor,Research Analyst,4,28854
43,Female,Diploma,Electrical Engineer,21,41745
26,Female,Bachelor,Customer Support,0,15000
22,Male,Bachelor,Software Engineer,1,31221
27,Female,Master,IT Support Specialist,6,27164
54,Female,High School,Legal Advisor,4,32248
35,Female,Bachelor,Teacher,14,27981
59,Female,Master,Project Manager,29,82430
46,Female,Master,Electrical Engineer,0,25000
56,Male,Master,Electrical Engineer,8,31741
26,Male,High School,Legal Advisor,4,34014
52,Female,Bachelor,IT Support Specialist,2,21386
43,Female,Bachelor,Data Scientist,13,50866
29,Female,High School,Research Analyst,0,25000
22,Male,Bachelor,Customer Support,0,15000
21,Female,PhD,HR Manager,1,36018
21,Male,Bachelor,Mechanical Engineer,0,25000
55,Female,PhD,Customer Support,5,18645
30,Female,Bachelor,Civil Engineer,2,26031
37,Female,Bachelor,Operations Manager,6,47508
42,Male,PhD,Content Writer,4,21858
24,Male,Diploma,Mechanical Engineer,0,25000
50,Female,High School,Product Manager,7,59313
23,Male,Master,Content Writer,2,20470
27,Female,Master,Software Engineer,3,33843
59,Male,Master,Product Manager,12,64890
23,Female,Master,Legal Advisor,3,33432
35,Female,Master,Content Writer,7,24572
37,Female,High School,Sales Executive,5,25328
56,Male,Master,Teacher,10,30688
30,Male,High School,UI/UX Designer,5,28326
29,Female,High School,Network Engineer,9,32780
41,Female,Master,Operations Manager,0,40000
46,Male,Bachelor,IT Support Specialist,6,26532
49,Male,Master,Sales Executive,29,61550
48,Male,Bachelor,Product Manager,11,61063
27,Male,High School,Software Engineer,4,35177
46,Female,Master,Legal Advisor,9,35848
55,Male,Bachelor,Financial Analyst,27,49117
51,Female,High School,Business Analyst,19,40575
25,Male,Master,Data Scientist,5,44153
52,Male,Bachelor,Financial Analyst,16,48731
33,Female,Bachelor,Customer Support,6,22658
30,Male,Bachelor,Software Engineer,9,41575
47,Male,High School,Legal Advisor,22,54464
30,Female,PhD,Marketing Manager,4,33482
58,Male,Bachelor,Accountant,27,54360
57,Male,High School,IT Support Specialist,34,56588
26,Male,Bachelor,HR Manager,4,38211
52,Female,Bachelor,Network Engineer,28,61930
52,Male,PhD,Business Analyst,11,42201
33,Female,Bachelor,Content Writer,0,18000
38,Male,Bachelor,Business Analyst,10,39977
50,Female,High School,Civil Engineer,22,38859
50,Male,Bachelor,Sales Executive,30,49552
27,Male,Master,Financial Analyst,2,31471
42,Male,High School,Graphic Designer,9,31127
56,Male,Bachelor,UI/UX Designer,5,28945
57,Male,PhD,System Administrator,29,54969
47,Male,Bachelor,Teacher,19,36077
45,Female,Diploma,Research Analyst,21,51641
44,Male,Diploma,HR Manager,16,54029
47,Female,Bachelor,UI/UX Designer,22,37068
41,Male,Master,Product Manager,11,62951
27,Male,High School,HR Manager,4,39091
33,Male,High School,Financial Analyst,0,30000
28,Male,Master,Financial Analyst,8,36836
44,Male,Master,Marketing Manager,15,42954
22,Male,Master,Content Writer,2,20282
26,Female,Bachelor,Electrical Engineer,0,25000
29,Male,Bachelor,Accountant,6,31509
52,Male,Diploma,Legal Advisor,18,56836
27,Female,Bachelor,Legal Advisor,2,32672
27,Male,Master,System Administrator,2,26877
21,Male,Master,Civil Engineer,0,25000
44,Male,Bachelor,Product Manager,7,58414
29,Female,Bachelor,HR Manager,3,38513
29,Male,Bachelor,Product Manager,8,61036
24,Female,Master,Teacher,1,20566
59,Male,Master,Content Writer,19,32772
47,Male,Master,Customer Support,25,36136
60,Male,Bachelor,Project Manager,10,63218
38,Female,Bachelor,Accountant,0,25000
57,Other,Master,Accountant,20,48837
30,Male,Bachelor,Financial Analyst,1,30760
48,Female,Master,UI/UX Designer,1,25912
21,Male,Master,Operations Manager,0,40000
60,Female,Bachelor,IT Support Specialist,29,52371
33,Female,Bachelor,Network Engineer,4,29774
49,Female,PhD,IT Support Specialist,8,28990
58,Male,Master,Business Analyst,20,58053
59,Female,Master,Legal Advisor,35,81972
59,Male,Master,Content Writer,22,46083
45,Female,Master,Network Engineer,14,41269
30,Female,Master,Graphic Designer,5,24004
45,Male,Bachelor,Financial Analyst,20,53827
53,Female,Diploma,Legal Advisor,1,31146
33,Female,Bachelor,Project Manager,13,63119
23,Male,Bachelor,IT Support Specialist,1,21383
47,Female,High School,Financial Analyst,16,38378
22,Male,Bachelor,Customer Support,1,15876
46,Male,High School,Graphic Designer,13,30989
40,Female,Bachelor,Customer Support,17,31653
50,Female,Master,Research Analyst,6,32597
37,Male,PhD,Network Engineer,1,26019
48,Female,Bachelor,Civil Engineer,12,36538
50,Male,Bachelor,Sales Executive,8,29933
50,Male,Diploma,Accountant,9,33553
28,Male,Master,Business Analyst,7,38485
54,Female,Master,Accountant,12,32079
46,Female,Master,HR Manager,24,52128
31,Male,Bachelor,Marketing Manager,8,35241
39,Male,High School,Software Engineer,17,49060
44,Male,PhD,Research Analyst,10,31784
55,Male,High School,Content Writer,4,21609
36,Male,Master,Accountant,4,30789
54,Male,PhD,UI/UX Designer,13,38864
26,Male,Bachelor,Software Engineer,1,30808
42,Female,Bachelor,System Administrator,11,40164
47,Male,Bachelor,Civil Engineer,26,54374
36,Female,Bachelor,Product Manager,8,58117
40,Female,Bachelor,Accountant,4,27806
57,Female,Bachelor,Civil Engineer,34,47279
55,Female,Bachelor,Sales Executive,20,45754
30,Male,PhD,Network Engineer,10,31783
56,Male,Diploma,Data Scientist,16,56143
29,Male,Master,Product Manager,0,50000
25,Female,Diploma,Business Analyst,0,30000
29,Female,Master,Operations Manager,2,41061
44,Female,Bachelor,Teacher,22,43579
33,Female,Bachelor,Product Manager,13,63496
37,Female,Diploma,Marketing Manager,4,34780
39,Male,Bachelor,Marketing Manager,12,43222
22,Female,Bachelor,Customer Support,0,15000
37,Male,Master,Marketing Manager,9,43465
52,Male,Master,Financial Analyst,5,35676
21,Female,Bachelor,HR Manager,1,36239
49,Female,Master,Network Engineer,4,29985
45,Female,Diploma,UI/UX Designer,9,32813
38,Male,Bachelor,Graphic Designer,8,24438
27,Male,Master,Legal Advisor,7,35158
49,Male,Bachelor,Business Analyst,23,56574
27,Male,Master,Mechanical Engineer,3,28038
38,Male,Bachelor,Accountant,0,25000
57,Female,Master,Graphic Designer,23,44406
26,Female,Bachelor,Business Analyst,0,30000
24,Male,Master,Financial Analyst,4,33391
22,Female,Bachelor,Graphic Designer,2,21622
33,Male,Master,Research Analyst,5,30959
31,Male,Master,Mechanical Engineer,7,32827
34,Male,Bachelor,Operations Manager,1,40910
59,Male,Diploma,Mechanical Engineer,35,66655
37,Male,Master,Sales Executive,16,32332
51,Female,Bachelor,Electrical Engineer,6,30826
55,Male,Master,Sales Executive,16,41737
37,Male,Bachelor,Network Engineer,12,35261
27,Female,High School,Network Engineer,2,27593
28,Male,Bachelor,Accountant,3,27851
25,Male,Bachelor,Customer Support,3,17204
23,Male,Bachelor,Research Analyst,1,26396
38,Other,Master,Project Manager,15,58648
56,Male,Bachelor,Customer Support,0,15000
36,Male,Diploma,Content Writer,9,29050
54,Male,Bachelor,Financial Analyst,28,59120
23,Female,PhD,Product Manager,3,52739
46,Male,High School,Content Writer,20,38422
55,Male,Bachelor,Electrical Engineer,25,53963
28,Female,Bachelor,Graphic Designer,1,21212
34,Male,Bachelor,Product Manager,12,62308
34,Male,Bachelor,Business Analyst,10,43766
30,Male,Bachelor,Sales Executive,8,27943
34,Male,Bachelor,System Administrator,5,27740
41,Female,Bachelor,System Administrator,0,25000
44,Male,Diploma,Research Analyst,19,50195
43,Female,Master,Customer Support,20,32335
31,Male,Diploma,Data Scientist,7,47777
31,Male,Bachelor,Content Writer,11,33401
59,Male,Bachelor,Product Manager,18,66694
49,Male,Master,Operations Manager,21,64308
27,Male,PhD,Data Scientist,7,49066
29,Female,Master,IT Support Specialist,6,23646
41,Male,High School,Project Manager,0,50000
42,Female,Diploma,IT Support Specialist,22,37731
42,Male,Bachelor,HR Manager,17,50726
59,Male,Bachelor,Civil Engineer,37,60653
44,Female,Bachelor,Accountant,13,39041
54,Male,Master,Sales Executive,6,27434
44,Male,Bachelor,System Administrator,7,29964
60,Female,PhD,Research Analyst,11,31622
54,Female,Bachelor,Network Engineer,30,67797
44,Female,Bachelor,Marketing Manager,8,39725
52,Male,Master,IT Support Specialist,26,34039
32,Male,Master,Sales Executive,8,29694
30,Male,Master,IT Support Specialist,8,28714
53,Male,PhD,Software Engineer,20,42100
37,Male,Diploma,HR Manager,10,48302
23,Female,Bachelor,Accountant,3,27879
49,Male,Bachelor,Research Analyst,5,30242
29,Female,Bachelor,Mechanical Engineer,3,28089
60,Male,Bachelor,Research Analyst,10,37259
34,Female,Bachelor,System Administrator,7,34531
35,Female,Bachelor,Accountant,15,43743
25,Female,Bachelor,Network Engineer,4,30031
42,Female,Master,Software Engineer,13,38211
59,Female,Master,Network Engineer,34,64623
21,Male,High School,Software Engineer,0,30000
53,Female,Master,Network Engineer,22,50474
26,Male,Bachelor,Graphic Designer,6,28109
21,Male,Master,Operations Manager,0,40000
22,Male,Master,Graphic Designer,0,20000
49,Male,Master,Operations Manager,4,45697
50,Male,Bachelor,Research Analyst,28,51214
51,Female,Bachelor,Research Analyst,2,27416
42,Female,Bachelor,Product Manager,7,55277
32,Male,Bachelor,HR Manager,2,37512
40,Other,Bachelor,Data Scientist,19,63534
52,Male,Diploma,Mechanical Engineer,18,38553
59,Male,Master,Business Analyst,5,33651
35,Male,Master,Business Analyst,0,30000
46,Female,Bachelor,Mechanical Engineer,13,44485
30,Female,Bachelor,Mechanical Engineer,7,30777
35,Female,Diploma,IT Support Specialist,0,20000
44,Female,Diploma,Civil Engineer,17,35695
53,Male,Master,Sales Executive,21,47080
32,Male,Master,Financial Analyst,4,35211
53,Male,Bachelor,System Administrator,4,29122
40,Male,Bachelor,Teacher,2,22011
44,Male,Bachelor,Business Analyst,3,33946
53,Female,Master,Customer Support,16,34427
21,Male,Diploma,Data Scientist,0,40000
40,Female,Bachelor,Software Engineer,19,41994
42,Female,Bachelor,Sales Executive,1,20753
22,Female,Bachelor,Marketing Manager,1,31340
43,Female,PhD,Content Writer,15,37094
51,Female,Bachelor,Teacher,16,36672
58,Female,Master,IT Support Specialist,0,20000
22,Female,Master,Electrical Engineer,0,25000
39,Female,Master,Civil Engineer,14,36971
49,Other,Bachelor,Electrical Engineer,24,49517
38,Male,Master,Civil Engineer,6,30198
50,Other,Master,Electrical Engineer,22,56433
24,Female,PhD,Financial Analyst,4,34583
58,Female,Diploma,Civil Engineer,35,69836
23,Male,Bachelor,Network Engineer,0,25000
25,Male,Master,Electrical Engineer,1,25933
25,Other,Bachelor,Mechanical Engineer,4,30109
25,Female,Master,System Administrator,5,27883
48,Male,Master,Customer Support,9,21296
43,Female,Bachelor,Civil Engineer,4,28363
41,Other,Bachelor,Network Engineer,6,29738
31,Male,PhD,Software Engineer,1,31081
43,Male,Bachelor,Graphic Designer,0,20000
52,Female,Bachelor,Research Analyst,7,32693
56,Other,Master,Graphic Designer,34,50669
46,Female,Master,Customer Support,2,17196
45,Male,Bachelor,HR Manager,4,38488
55,Male,Diploma,UI/UX Designer,34,52424
44,Female,Master,Accountant,19,48399
24,Male,Bachelor,Business Analyst,1,30797
31,Female,Master,Accountant,9,33929
29,Male,Bachelor,Business Analyst,1,31220
50,Male,Bachelor,Mechanical Engineer,12,42128
51,Male,Master,Product Manager,23,79051
37,Female,Bachelor,HR Manager,6,38836
24,Male,Bachelor,Civil Engineer,2,27647
38,Male,Bachelor,Teacher,16,38811
21,Female,Bachelor,Legal Advisor,1,30994
60,Female,Bachelor,Operations Manager,32,56916
23,Male,Master,Electrical Engineer,3,26628
57,Female,Bachelor,Civil Engineer,21,37902
30,Female,Master,HR Manager,4,38652
49,Female,Diploma,Project Manager,0,50000
35,Female,Master,Marketing Manager,14,40505
54,Male,Bachelor,Civil Engineer,16,48125
38,Other,Bachelor,Electrical Engineer,12,38937
46,Male,Master,Network Engineer,19,39318
24,Male,Master,HR Manager,3,38760
48,Other,Bachelor,IT Support Specialist,23,37745
45,Male,Bachelor,Legal Advisor,25,53231
31,Male,Bachelor,Financial Analyst,2,32146
48,Male,Diploma,Network Engineer,7,35347
55,Male,PhD,Project Manager,12,65852
38,Female,Bachelor,Electrical Engineer,7,33844
22,Male,Diploma,Business Analyst,1,30623
54,Male,Bachelor,Graphic Designer,0,20000
42,Male,Bachelor,Project Manager,21,64394
59,Male,Bachelor,Business Analyst,19,53356
27,Male,Bachelor,System Administrator,1,25804
42,Male,Bachelor,Customer Support,16,29832
38,Female,Master,Marketing Manager,1,30786
50,Female,Diploma,UI/UX Designer,30,52928
41,Female,Master,Electrical Engineer,21,55554
54,Female,Master,Research Analyst,2,26510
30,Male,Bachelor,Business Analyst,0,30000
54,Female,Bachelor,Electrical Engineer,16,39261
53,Male,Bachelor,IT Support Specialist,15,36304
43,Female,Bachelor,IT Support Specialist,16,32264
32,Male,Bachelor,Data Scientist,7,44414
43,Male,Bachelor,System Administrator,4,30709
32,Male,Bachelor,Business Analyst,0,30000
59,Female,Bachelor,Legal Advisor,16,49262
54,Female,Bachelor,Financial Analyst,22,54306
59,Male,Master,UI/UX Designer,11,39761
60,Female,PhD,System Administrator,21,40510
58,Female,Bachelor,Network Engineer,38,52676
43,Female,Diploma,Data Scientist,4,43281
21,Female,Master,Data Scientist,0,40000
57,Female,High School,IT Support Specialist,8,29493
44,Male,Diploma,IT Support Specialist,16,33700
36,Female,Bachelor,Data Scientist,2,42724
28,Male,Bachelor,UI/UX Designer,0,25000
51,Female,Bachelor,Project Manager,22,75341
56,Female,Master,Business Analyst,1,30727
32,Male,Diploma,Software Engineer,2,31227
46,Female,Master,Civil Engineer,22,47493
40,Female,Diploma,Legal Advisor,4,34607
51,Male,Master,IT Support Specialist,13,32792
44,Female,Bachelor,System Administrator,18,41819
44,Female,Diploma,Data Scientist,11,55660
40,Female,Bachelor,HR Manager,17,50836
53,Male,Master,Sales Executive,33,69304
23,Male,Bachelor,Content Writer,2,19450
32,Male,Master,Data Scientist,1,41470
55,Male,Master,HR Manager,21,49759
21,Male,Diploma,Business Analyst,1,30779
35,Male,Master,Legal Advisor,11,46358
46,Female,Bachelor,UI/UX Designer,16,37774
28,Female,Master,Accountant,3,28224
52,Male,Master,Data Scientist,4,45857
29,Male,Bachelor,System Administrator,5,27823
23,Female,Bachelor,Civil Engineer,0,25000
57,Male,Bachelor,Financial Analyst,18,41459
21,Male,Master,Product Manager,0,50000
40,Male,Master,Accountant,8,29871
28,Male,Bachelor,Graphic Designer,5,24783
35,Male,Master,HR Manager,0,35000
51,Female,Master,IT Support Specialist,5,26573
35,Male,Bachelor,Accountant,12,32234
60,Male,Diploma,Business Analyst,16,46475
38,Male,High School,System Administrator,9,37545
56,Female,Bachelor,Business Analyst,10,44317
42,Male,Bachelor,UI/UX Designer,14,44501
52,Other,Bachelor,Accountant,30,51613
34,Female,Master,Business Analyst,8,39646
25,Female,Bachelor,Electrical Engineer,0,25000
25,Other,Bachelor,Financial Analyst,2,31040
34,Male,Bachelor,Teacher,4,25455
30,Male,Master,Product Manager,3,53975
26,Male,Bachelor,Data Scientist,3,44468
33,Male,Master,Accountant,10,39685
59,Male,Bachelor,Financial Analyst,0,30000
45,Male,Bachelor,Electrical Engineer,4,29572
56,Male,High School,Accountant,31,44405
24,Female,Bachelor,Software Engineer,0,30000
51,Male,Bachelor,Electrical Engineer,19,46091
37,Female,Master,Graphic Designer,12,37986
51,Male,Bachelor,Research Analyst,12,34628
60,Female,Bachelor,System Administrator,34,48619
58,Male,Bachelor,Project Manager,35,87681
51,Male,Bachelor,Business Analyst,18,45796
23,Male,Bachelor,IT Support Specialist,3,21528
54,Male,Master,Research Analyst,2,27800
55,Male,PhD,Product Manager,18,69473
47,Male,PhD,Business Analyst,5,35440
49,Female,Bachelor,Legal Advisor,26,44189
45,Male,Master,Civil Engineer,12,36520
45,Male,Bachelor,Sales Executive,2,21933
35,Female,Master,Business Analyst,5,36191
43,Male,PhD,HR Manager,7,45404
41,Male,Bachelor,Project Manager,2,52572
52,Female,Bachelor,Software Engineer,6,38195
45,Male,Bachelor,HR Manager,1,35941
55,Male,Bachelor,UI/UX Designer,1,26332
33,Other,Master,Content Writer,4,22507
21,Male,High School,UI/UX Designer,0,25000
51,Male,High School,Sales Executive,25,45062
47,Male,Bachelor,Product Manager,5,55808
28,Male,Bachelor,Project Manager,0,50000
57,Female,Bachelor,Customer Support,29,37498
41,Female,Bachelor,Customer Support,8,25127
45,Male,Bachelor,Network Engineer,19,38827
49,Female,Bachelor,Content Writer,11,32364
58,Male,Bachelor,Content Writer,30,59310
54,Female,Master,Graphic Designer,18,34308
28,Female,Bachelor,Graphic Designer,1,20987
56,Female,Bachelor,Data Scientist,29,75161
58,Female,Master,Mechanical Engineer,30,40541
43,Male,Master,Sales Executive,14,31109
